VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,trip_time
2,2015-01-08 22:44:16,2015-01-08 23:07:25,1,4.85,-73.9910202026367,40.7702484130859,1,N,-73.9812545776367,40.7207794189453,1,19.5,0.5,0.5,4,0,24.8,893934
2,2015-01-08 22:44:16,2015-01-08 22:49:20,1,1.11,-73.9939498901367,40.7413024902344,1,N,-73.9811553955078,40.7443771362305,1,6,0.5,0.5,1.3,0,8.6,36865
1,2015-01-08 22:44:17,2015-01-08 22:54:56,2,1.6,-74.0071029663086,40.7345237731934,1,N,-73.9833068847656,40.730354309082,1,9,0.5,0.5,2.06,0,12.36,37874348
1,2015-01-08 22:44:17,2015-01-08 22:47:30,1,0.8,-73.9623413085937,40.7590751647949,1,N,-73.9580001831055,40.7695159912109,2,5,0.5,0.5,0,0,6.3,459479750
2,2015-01-08 22:44:17,2015-01-08 22:48:27,3,1.17,-73.9981002807617,40.7227058410645,1,N,-73.9853744506836,40.7308387756348,1,5.5,0.5,0.5,1.2,0,8,84856
1,2015-01-08 22:44:18,2015-01-08 23:01:50,1,4.4,-73.9900436401367,40.7369575500488,1,N,-73.950309753418,40.7738418579102,1,16,0.5,0.5,3,0,20.3,844
1,2015-01-08 22:44:18,2015-01-08 22:46:59,1,0.7,-73.9720458984375,40.7639999389648,1,N,-73.9645462036133,40.7730140686035,2,4.5,0.5,0.5,0,0,5.8,5002
2,2015-01-08 22:44:19,2015-01-08 22:54:45,2,1.32,-73.9913711547852,40.7497978210449,1,N,-73.975959777832,40.7490005493164,2,8.5,0.5,0.5,0,0,9.8,5344862
2,2015-01-08 22:44:19,2015-01-08 22:51:57,1,1.22,-73.9765243530273,40.7644157409668,1,N,-73.9871520996094,40.7551536560059,2,7.5,0.5,0.5,0,0,8.8,3345466
1,2015-01-08 22:44:20,2015-01-08 22:44:33,1,0,-74.0020065307617,40.7298469543457,2,N,-74.0016403198242,40.7304878234863,2,52,0,0.5,0,0,52.8,893935
2,2015-01-08 22:44:20,2015-01-08 22:50:35,1,1.36,-73.9505996704102,40.7757682800293,1,N,-73.9644088745117,40.7639808654785,2,6.5,0.5,0.5,0,0,7.8,36866
1,2015-01-08 22:44:21,2015-01-08 22:49:48,1,1.8,-73.9823455810547,40.7768440246582,1,N,-73.9709167480469,40.8001136779785,1,7.5,0.5,0.5,1.75,0,10.55,37874349
1,2015-01-08 22:44:21,2015-01-08 22:53:43,1,1.4,-73.9751358032227,40.7524223327637,1,N,-73.9844741821289,40.7640037536621,1,8,0.5,0.5,1.86,0,11.16,459479751
1,2015-01-08 22:44:21,2015-01-08 22:58:47,2,2.2,-73.983039855957,40.7678527832031,1,N,-73.9534225463867,40.7735404968262,1,11.5,0.5,0.5,2.56,0,15.36,84857
1,2015-01-08 22:44:22,2015-01-08 22:53:05,1,1.7,-73.9475326538086,40.7827301025391,1,N,-73.9681854248047,40.7907257080078,1,8.5,0.5,0.5,1.95,0,11.75,845
1,2015-01-08 22:44:22,2015-01-08 22:56:13,2,2.1,-73.9871673583984,40.7331275939941,1,N,-73.9821548461914,40.7562484741211,1,10,0.5,0.5,2,0,13.3,5003
2,2015-01-08 22:44:20,2015-01-08 23:05:58,1,3.83,-73.9649658203125,40.7558174133301,1,N,-73.9893951416016,40.740608215332,1,16.5,0.5,0.5,1,0,18.8,5344863
2,2015-01-08 22:44:23,2015-01-08 22:51:22,2,0.95,-74.0042037963867,40.7321434020996,1,N,-73.9969863891602,40.7249298095703,2,6.5,0.5,0.5,0,0,7.8,3345467
2,2015-01-08 22:44:23,2015-01-08 22:49:09,1,0.84,-73.9776458740234,40.7521438598633,1,N,-73.9889984130859,40.7585220336914,1,5,0.5,0.5,1,0,7.3,893936
2,2015-01-08 22:44:24,2015-01-08 23:06:08,1,9.63,-73.8731002807617,40.7741394042969,1,N,-73.98046875,40.7823905944824,1,28,0.5,0.5,10.15,5.33,44.78,36867
2,2015-01-08 22:44:24,2015-01-08 22:58:40,1,3.88,-73.9885940551758,40.7226905822754,1,N,-73.9542083740234,40.7712440490723,1,14,0.5,0.5,3.62,0,18.92,37874350
2,2015-01-08 22:44:25,2015-01-08 23:04:44,1,2.92,-73.9941711425781,40.7614059448242,1,N,-73.9576873779297,40.773811340332,2,14.5,0.5,0.5,0,0,15.8,459479752
2,2015-01-08 22:44:26,2015-01-08 23:14:27,1,20.21,-73.7819900512695,40.6446685791016,1,N,-73.9244155883789,40.8436317443848,2,54,0.5,0.5,0,5.33,60.63,84858
2,2015-01-08 22:44:26,2015-01-08 22:53:19,1,1.72,-73.9713592529297,40.7954635620117,1,N,-73.988037109375,40.7795486450195,1,8.5,0.5,0.5,1.8,0,11.6,846
1,2015-01-08 22:44:27,2015-01-08 22:58:34,1,3.8,-73.978759765625,40.7446975708008,1,N,-73.9697952270508,40.7879486083984,1,14,0.5,0.5,3.05,0,18.35,5004
2,2015-01-08 22:44:28,2015-01-08 22:55:55,2,2.14,-73.9850997924805,40.7620468139649,1,N,-73.9870071411133,40.7392425537109,2,9.5,0.5,0.5,0,0,10.8,5344864
1,2015-01-08 22:44:28,2015-01-08 22:56:51,1,2.7,-73.9853820800781,40.7498664855957,1,N,-73.9933013916016,40.7270851135254,1,11.5,0.5,0.5,2.55,0,15.35,5001
2,2015-01-08 22:44:29,2015-01-08 22:47:07,2,0.63,0,0,1,N,0,0,2,4.5,0.5,0.5,0,0,5.8,5344861
2,2015-01-08 22:44:30,2015-01-08 23:09:09,6,5.46,-73.9905700683594,40.7444686889648,1,N,-73.9395446777344,40.6987915039062,1,20.5,0.5,0.5,4.2,0,26,3345465
1,2015-01-08 22:44:08,2015-01-08 23:13:19,1,18.6,-73.7832641601563,40.6486473083496,2,N,-73.9552536010742,40.807258605957,1,52,0,0.5,5.81,5.33,63.94,893934
2,2015-01-08 22:44:09,2015-01-08 22:54:10,1,4.26,-73.9820022583008,40.6671562194824,1,N,-74.0251007080078,40.6383361816406,2,14,0.5,0.5,0,0,15.3,36865
1,2015-01-08 22:44:10,2015-01-08 22:59:18,2,3.8,-73.9875640869141,40.7358665466309,1,N,-73.9810256958008,40.7793617248535,1,14.5,0.5,0.5,2,0,17.8,37874348
2,2015-01-08 22:44:10,2015-01-08 23:13:40,1,17.09,-73.8747482299805,40.7740783691406,1,N,-73.9667434692383,40.6119728088379,1,47,0.5,0.5,9.5,0,57.8,459479750
2,2015-01-08 22:44:11,2015-01-08 22:49:48,2,1.41,-73.9800033569336,40.7433395385742,1,N,-73.9774932861328,40.7293701171875,1,6.5,0.5,0.5,1.4,0,9.2,84856
2,2015-01-08 22:44:12,2015-01-08 22:59:09,4,4.17,-74.0005798339844,40.7462577819824,1,N,-73.9579772949219,40.7817916870117,1,15,0.5,0.5,3.1,0,19.4,844
2,2015-01-08 22:44:12,2015-01-08 23:00:15,1,6.39,-73.9816284179688,40.7470703125,1,N,-73.9989624023437,40.693920135498,1,20,0.5,0.5,3,0,24.3,5002
2,2015-01-08 22:44:13,2015-01-08 23:24:44,1,23.34,-73.7766876220703,40.6453170776367,1,N,-73.9084930419922,40.8819885253906,2,63,0.5,0.5,0,5.33,69.63,5344862
2,2015-01-08 22:44:14,2015-01-08 23:03:32,1,5.64,-73.9786224365234,40.7622718811035,1,N,-73.9065322875977,40.7731018066406,1,19,0.5,0.5,3,0,23.3,3345466
1,2015-01-08 22:44:14,2015-01-08 22:51:59,2,2.6,-74.0076293945313,40.7429237365723,1,N,-73.9820175170898,40.7694511413574,2,9.5,0,0.5,0,0,10.3,893935
1,2015-01-08 22:44:15,2015-01-08 23:00:40,1,8.9,-73.863395690918,40.7695693969727,1,N,-73.9511337280274,40.7703514099121,1,26,0.5,0.5,6.52,5.33,39.15,36866
1,2015-01-08 22:44:15,2015-01-08 23:04:39,1,5.5,-73.9895553588867,40.734375,1,N,-73.9723434448242,40.7962875366211,1,20,0.5,0.5,4.26,0,25.56,37874349
1,2015-01-08 22:44:16,2015-01-08 23:05:12,1,6.9,-73.9969635009766,40.7422828674316,1,Y,-73.9832534790039,40.6935043334961,1,22.5,0.5,0.5,5.95,0,29.75,459479751
1,2015-01-08 22:44:16,2015-01-08 22:46:15,1,0.3,-74.0048294067383,40.7374420166016,1,N,-74.0012741088867,40.7409820556641,1,3.5,0.5,0.5,0.96,0,5.76,84857
2,2015-01-08 22:44:16,2015-01-08 23:02:45,1,3.34,-73.988525390625,40.7488136291504,1,N,-73.9524765014648,40.7781867980957,1,14.5,0.5,0.5,2,0,17.8,845
2,2015-01-08 22:44:17,2015-01-08 22:53:40,1,2.36,-73.9911499023438,40.699390411377,1,N,-73.9942932128906,40.7123527526855,1,9.5,0.5,0.5,2,0,12.8,5003
1,2015-01-08 22:44:17,2015-01-08 22:52:52,1,3,-74.0045394897461,40.7214813232422,1,N,-73.9913482666016,40.6886444091797,1,11,0.5,0.5,2.46,0,14.76,5344863
2,2015-01-08 22:44:18,2015-01-08 23:08:35,1,5.6,-74.0094375610352,40.7235717773438,1,N,-73.9561386108398,40.6712303161621,1,21,0.5,0.5,5.38,0,27.68,3345467
2,2015-01-08 22:44:19,2015-01-08 22:55:47,1,2.28,-73.9612274169922,40.7742347717285,1,N,-73.976188659668,40.7489776611328,2,10,0.5,0.5,0,0,11.3,893936
1,2015-01-08 22:44:19,2015-01-08 22:52:55,1,1.6,-73.9857025146484,40.7438316345215,1,N,-73.9828948974609,40.7620086669922,1,8,0.5,0.5,2,0,11.3,36867
1,2015-01-08 22:44:20,2015-01-08 22:58:58,1,2,-73.9821395874023,40.7682304382324,1,N,-73.9732360839844,40.7482376098633,1,11.5,0.5,0.5,2.55,0,15.35,37874350
2,2015-01-08 22:44:17,2015-01-08 22:53:58,1,2.35,-73.9801330566406,40.7593040466309,1,N,-73.970573425293,40.7867202758789,1,10,0.5,0.5,2.1,0,13.4,459479752
1,2015-01-08 22:44:20,2015-01-08 23:17:17,2,21.7,-73.7768173217773,40.6455383300781,2,N,-74.0058746337891,40.7088623046875,1,52,0,0.5,14.5,5.33,72.63,84858
2,2015-01-08 22:44:21,2015-01-08 22:49:05,5,0.67,-73.9700927734375,40.7616386413574,1,N,-73.9785079956055,40.7621231079102,2,5,0.5,0.5,0,0,6.3,846
2,2015-01-08 22:44:21,2015-01-08 22:46:52,2,0.6,-73.9894027709961,40.747200012207,1,N,-73.9852676391602,40.7416305541992,2,4,0.5,0.5,0,0,5.3,5004
1,2015-01-08 22:44:21,2015-01-08 22:47:11,2,0.7,-73.9941711425781,40.6901168823242,1,N,-73.9837341308594,40.6857070922852,1,4.5,0.5,0.5,1.15,0,6.95,5344864
1,2015-01-08 22:44:22,2015-01-08 22:50:22,1,1.3,-73.9756546020508,40.7520217895508,1,N,-73.979621887207,40.7372856140137,2,6.5,0.5,0.5,0,0,7.8,3345468
2,2015-01-08 22:44:22,2015-01-08 22:47:22,1,0.56,-74.0103302001953,40.719669342041,1,N,-74.0044860839844,40.7216567993164,2,4,0.5,0.5,0,0,5.3,893937
2,2015-01-08 22:44:20,2015-01-08 22:47:42,1,0.66,-74.0024795532227,40.755973815918,1,N,-73.992431640625,40.7517204284668,1,4.5,0.5,0.5,1,0,6.8,36868
1,2015-01-08 22:44:23,2015-01-08 22:50:36,1,0.5,-73.9877014160156,40.7649154663086,1,N,-73.9934539794922,40.7588806152344,1,5.5,0.5,0.5,1,0,7.8,37874351
1,2015-01-08 22:44:23,2015-01-08 22:55:52,1,1.3,-73.9770736694336,40.7629776000977,1,N,-73.9913024902344,40.7502212524414,2,9,0.5,0.5,0,0,10.3,459479753
2,2015-01-08 22:44:24,2015-01-08 22:48:50,4,0.54,-73.9902725219727,40.7569923400879,1,N,-73.9843063354492,40.7630081176758,2,4.5,0.5,0.5,0,0,5.8,84859
2,2015-01-08 22:44:24,2015-01-08 22:54:04,1,2.54,-73.9688873291016,40.7578201293945,1,N,-73.9687271118164,40.7860488891602,1,10.5,0.5,0.5,2.2,0,14,847
2,2015-01-08 22:44:25,2015-01-08 22:47:30,1,0.71,-73.9756011962891,40.7868766784668,1,N,-73.9710311889648,40.7951622009277,1,4.5,0.5,0.5,0,0,5.8,5005
1,2015-01-08 22:44:26,2015-01-08 22:48:00,2,0.7,-73.9895782470703,40.7258110046387,1,N,-73.9891510009766,40.7187385559082,1,4.5,0.5,0.5,1.1,0,6.9,5344865
2,2015-01-08 22:44:26,2015-01-08 22:52:14,1,1.01,-73.9864120483398,40.7223701477051,1,N,-73.9899215698242,40.7324409484863,2,7,0.5,0.5,0,0,8.3,5002
2,2015-01-08 22:44:27,2015-01-08 22:56:43,5,2.62,-73.9906845092773,40.7504386901856,1,N,-73.9888763427734,40.7229080200195,2,11,0.5,0.5,0,0,12.3,5344862
1,2015-01-08 22:44:27,2015-01-08 23:03:45,1,5.4,0,0,1,N,0,0,1,18.5,0.5,0.5,3.95,0,23.75,3345466
2,2015-01-08 22:44:28,2015-01-08 22:48:20,1,0.91,-73.976921081543,40.7808265686035,1,N,-73.9659042358398,40.7780609130859,2,5.5,0.5,0.5,0,0,6.8,893935
1,2015-01-08 22:44:29,2015-01-08 22:50:25,2,1.5,-73.9927139282227,40.7683067321777,1,N,-73.9748001098633,40.7782249450684,1,7,0.5,0.5,1.65,0,9.95,36866
2,2015-01-08 22:44:30,2015-01-08 22:53:58,5,2.2,-73.978874206543,40.7650985717774,1,N,-73.9736099243164,40.7919616699219,1,9.5,0.5,0.5,2,0,12.8,37874349
2,2015-01-08 22:44:31,2015-01-08 22:52:19,1,1.38,-73.9750213623047,40.7566604614258,1,N,-73.9833374023438,40.7490653991699,1,7.5,0.5,0.5,1.2,0,10,459479751
2,2015-01-08 22:44:31,2015-01-08 22:49:56,1,1.34,-73.959831237793,40.8082809448242,1,N,-73.9718627929688,40.7947425842285,2,6.5,0.5,0.5,0,0,7.8,84857
1,2015-01-08 22:44:32,2015-01-08 22:55:28,1,3,-73.9750289916992,40.7444648742676,1,N,-73.953010559082,40.7792778015137,2,11.5,0.5,0.5,0,0,12.8,845
2,2015-01-08 22:44:33,2015-01-08 22:53:37,2,2.08,-73.9749221801758,40.7617416381836,1,N,-73.9697265625,40.7848091125488,1,9,0.5,0.5,1.9,0,12.2,5003
2,2015-01-08 22:44:33,2015-01-08 22:47:45,1,0.85,-73.9589767456055,40.7716255187988,1,N,-73.9483108520508,40.7731857299805,1,5,0.5,0.5,1.1,0,7.4,5344863
1,2015-01-08 22:44:34,2015-01-08 22:52:57,1,1.3,-73.9816284179688,40.7523498535156,1,N,-73.9649505615234,40.7541694641113,2,8,0.5,0.5,0,0,9.3,3345467
2,2015-01-08 22:44:35,2015-01-08 22:51:44,1,1.13,-74.0079345703125,40.7403182983398,1,N,-73.9944686889649,40.7372360229492,1,6.5,0.5,0.5,1.4,0,9.2,893936
2,2015-01-08 22:44:35,2015-01-08 22:52:10,5,1.62,-73.9882736206055,40.7484931945801,1,N,-73.9840545654297,40.7319412231445,2,7.5,0.5,0.5,0,0,8.8,36867
1,2015-01-08 22:44:36,2015-01-08 22:56:32,1,3.5,-74.0078430175781,40.7149353027344,1,N,-73.95654296875,40.7131385803223,1,13,0.5,0.5,2,0,16.3,37874350
1,2015-01-08 22:44:37,2015-01-08 22:47:48,1,0.5,-73.9810028076172,40.744514465332,1,N,-73.976188659668,40.7482147216797,1,4.5,0.5,0.5,1.7,0,7.5,459479752
2,2015-01-08 22:44:38,2015-01-08 23:17:20,1,18.29,-73.7926406860352,40.6449966430664,2,N,-74.0041275024414,40.7210159301758,1,52,0,0.5,10.4,0,63.2,84858
2,2015-01-08 22:44:38,2015-01-08 22:53:43,4,1.44,-73.9897918701172,40.7342376708984,1,N,-73.9741516113281,40.7429466247559,1,8.5,0.5,0.5,1.8,0,11.6,846
1,2015-01-08 22:44:39,2015-01-08 22:56:33,4,2.3,-73.9925537109375,40.7699241638184,1,N,-74.0041046142578,40.7424087524414,2,10.5,0.5,0.5,0,0,11.8,5004
1,2015-01-08 22:44:39,2015-01-08 22:59:51,1,6.8,-73.9896774291992,40.7192077636719,1,N,-73.9484329223633,40.7906913757324,1,21,0.5,0.5,1,0,23.3,5344864
2,2015-01-08 22:44:36,2015-01-08 22:51:39,1,1.65,-73.9664077758789,40.7611694335938,1,N,-73.9479598999023,40.7729110717773,2,7.5,0.5,0.5,0,0,8.8,3345468
2,2015-01-08 22:44:36,2015-01-08 23:04:19,2,4.52,-73.99169921875,40.7697715759277,1,N,-73.9913177490234,40.7193984985352,1,17.5,0.5,0.5,2,0,20.8,893937
2,2015-01-08 22:44:39,2015-01-08 23:07:09,1,10.45,-73.9958038330078,40.7321701049805,1,N,-74.0320434570313,40.6137428283691,1,30.5,0.5,0.5,3.2,0,35,36868
2,2015-01-08 22:44:40,2015-01-08 22:51:50,1,1.54,-73.9830169677734,40.7611503601074,1,N,-74.0031661987305,40.7563514709473,1,7,0.5,0.5,1.5,0,9.8,37874351
2,2015-01-08 22:44:40,2015-01-08 22:48:42,5,0.7,-73.9884719848633,40.7452354431152,1,N,-73.9802474975586,40.7485160827637,1,5,0.5,0.5,1.1,0,7.4,459479753
1,2015-01-08 22:44:41,2015-01-08 22:52:37,1,1.2,-73.9655151367188,40.7627906799316,1,N,-73.9567413330078,40.7704887390137,1,7,0.5,0.5,2,0,10.3,84859
2,2015-01-08 22:44:43,2015-01-08 22:54:54,1,2.13,-73.990966796875,40.7505836486816,1,N,-73.9831466674805,40.7298736572266,1,9.5,0.5,0.5,3,0,13.8,847
2,2015-01-08 22:44:44,2015-01-08 22:59:34,1,6.69,-73.7904434204102,40.6439094543457,1,N,-73.8696670532227,40.6742095947266,2,20.5,0.5,0.5,0,0,21.8,5005
1,2015-01-08 22:44:46,2015-01-08 22:48:47,1,0.8,-73.9803848266602,40.7493095397949,1,N,-73.9829025268555,40.7398986816406,1,5,0.5,0.5,1.26,0,7.56,5344865
1,2015-01-08 22:44:44,2015-01-08 23:11:53,2,9.2,-73.9901580810547,40.7386436462402,1,N,-73.9681777954102,40.6367568969727,1,29.5,0.5,0.5,6.15,0,36.95,3345469
2,2015-01-08 22:44:45,2015-01-08 22:54:22,1,1.09,-73.997932434082,40.7302017211914,1,N,-73.9899597167969,40.7204399108887,1,8,0.5,0.5,1,0,10.3,893938
1,2015-01-08 22:44:45,2015-01-08 22:47:29,1,0.7,-73.9794006347656,40.7438087463379,1,N,-73.9748992919922,40.7518577575684,1,4.5,0.5,0.5,1.15,0,6.95,36869
2,2015-01-08 22:44:46,2015-01-08 23:02:28,1,5.38,-73.9813842773438,40.6796875,1,N,-73.9559097290039,40.7195777893066,1,19,0.5,0.5,3,0,23.3,37874352
1,2015-01-08 22:44:47,2015-01-08 23:09:06,1,3.6,-73.9821395874023,40.761531829834,1,N,-73.9823303222656,40.7315292358399,1,18,0.5,0.5,4.82,0,24.12,459479754
2,2015-01-08 22:44:47,2015-01-08 23:13:04,1,18.4,-73.7836456298828,40.6486511230469,2,N,-73.9913558959961,40.7235107421875,1,52,0,0.5,10.4,0,63.2,84860
1,2015-01-08 22:44:48,2015-01-08 22:56:04,1,1.9,-73.9520645141602,40.6994934082031,1,N,-73.9599151611328,40.7182388305664,1,9.5,0.5,0.5,2.15,0,12.95,848
2,2015-01-08 22:44:48,2015-01-08 22:58:03,1,3.32,-73.96826171875,40.7584381103516,1,N,-73.947639465332,40.7641983032227,1,13,0.5,0.5,2.7,0,17,5006
2,2015-01-08 22:44:49,2015-01-08 22:50:27,1,0.83,-73.9712295532227,40.7578773498535,1,N,-73.9787979125977,40.7493019104004,2,5.5,0.5,0.5,0,0,6.8,5344866
1,2015-01-08 22:44:49,2015-01-08 23:27:15,1,28.5,-73.9751815795898,40.7517013549805,1,N,-74.2102661132813,40.5415687561035,1,76,0.5,0.5,26.62,11.75,115.67,5003
2,2015-01-08 22:44:49,2015-01-08 22:55:19,1,1.39,-73.9985961914063,40.7296905517578,1,N,-74.001106262207,40.7368316650391,1,8.5,0.5,0.5,1.8,0,11.6,5344863
1,2015-01-08 22:44:50,2015-01-08 22:47:00,1,0.4,-74.0010833740234,40.731372833252,1,N,-73.997184753418,40.7367630004883,1,3.5,0.5,0.5,1.4,0,6.2,3345467
2,2015-01-08 22:44:51,2015-01-08 22:46:39,1,0.38,-73.9623947143555,40.7587585449219,1,N,-73.958610534668,40.7622833251953,1,3.5,0.5,0.5,0.48,0,5.28,893936
1,2015-01-08 22:44:52,2015-01-08 22:55:48,1,1.6,-74.0025177001953,40.739501953125,1,N,-73.9958648681641,40.759033203125,1,9,0.5,0.5,2.05,0,12.35,36867
2,2015-01-08 22:44:53,2015-01-08 22:48:03,1,0.7,-74.0033111572266,40.7328567504883,1,N,-74.0034027099609,40.7254753112793,1,4.5,0.5,0.5,2,0,7.8,37874350
2,2015-01-08 22:44:54,2015-01-08 22:53:08,5,1.54,-73.9923782348633,40.7380142211914,1,N,-73.9927520751953,40.7543754577637,1,8,0.5,0.5,1,0,10.3,459479752
1,2015-01-08 22:44:54,2015-01-08 22:47:59,1,0.4,-73.9883728027344,40.7461204528809,1,N,-73.9943466186523,40.7461929321289,1,4,0.5,0.5,1,0,6.3,84858
2,2015-01-08 22:44:55,2015-01-08 23:17:38,6,17.89,-73.7861709594727,40.6434936523438,2,N,-73.9786148071289,40.7650299072266,1,52,0,0.5,13,0,65.8,846
1,2015-01-08 22:44:30,2015-01-08 22:50:18,1,0.9,-73.960205078125,40.7737464904785,1,N,-73.9510040283203,40.7751731872559,2,6,0.5,0.5,0,0,7.3,5004
1,2015-01-08 22:44:31,2015-01-08 22:53:00,1,1.4,-73.9689025878906,40.7574272155762,1,N,-73.9632339477539,40.7725219726563,2,8,0.5,0.5,0,0,9.3,5344864
2,2015-01-08 22:44:32,2015-01-08 22:50:36,3,1.81,-73.962890625,40.7751274108887,1,N,-73.9426116943359,40.7890281677246,1,7.5,0.5,0.5,1,0,9.8,3345468
1,2015-01-08 22:44:33,2015-01-08 22:53:34,1,1.5,-73.9819107055664,40.7717781066895,1,N,-73.9690780639648,40.7860221862793,1,8.5,0.5,0.5,1.5,0,11.3,893937
2,2015-01-08 22:44:34,2015-01-08 22:48:23,1,0.74,-74.0041427612305,40.7479705810547,1,N,-73.9947280883789,40.7504539489746,2,5,0.5,0.5,0,0,6.3,36868
2,2015-01-08 22:44:35,2015-01-08 22:50:11,1,1.59,-73.9563522338867,40.7715530395508,1,N,-73.9426879882813,40.7861251831055,2,7,0.5,0.5,0,0,8.3,37874351
2,2015-01-08 22:44:33,2015-01-08 22:51:40,1,1.51,-73.9800415039062,40.7543296813965,1,N,-73.9872894287109,40.7363128662109,2,7,0.5,0.5,0,0,8.3,459479753
2,2015-01-08 22:44:33,2015-01-08 22:59:29,6,4.14,-73.991943359375,40.7490882873535,1,N,-74.0166015625,40.7052955627441,1,15.5,0.5,0.5,3.2,0,20,84859
2,2015-01-08 22:44:36,2015-01-08 22:47:22,1,0.5,-73.9882888793945,40.7591781616211,1,N,-73.9829406738281,40.7644081115723,2,4,0.5,0.5,0,0,5.3,847
2,2015-01-08 22:44:36,2015-01-08 22:46:58,2,0.45,-73.9595642089844,40.7631874084473,1,N,-73.9557647705078,40.7673568725586,1,4,0.5,0.5,1.5,0,6.8,5005
2,2015-01-08 22:44:36,2015-01-08 22:49:37,1,0.95,-73.9507369995117,40.6804504394531,1,N,-73.9670104980469,40.6841812133789,1,5.5,0.5,0.5,1.2,0,8,5344865
2,2015-01-08 22:44:37,2015-01-08 23:11:24,1,12.86,-73.974739074707,40.7419700622559,1,N,-73.9202041625977,40.8847160339356,1,37.5,0.5,0.5,8.09,2.44,49.33,3345469
2,2015-01-08 22:44:37,2015-01-08 22:54:33,1,3.77,-73.9567642211914,40.7710647583008,1,N,-73.9775619506836,40.7258834838867,1,13,0.5,0.5,0,0,14.3,893938
2,2015-01-08 22:44:38,2015-01-08 23:05:03,3,4.09,-73.9829635620117,40.7679710388184,1,N,-74.0093078613281,40.7152900695801,2,17,0.5,0.5,0,0,18.3,36869
2,2015-01-08 22:44:39,2015-01-08 22:47:02,1,0.69,-74.002326965332,40.7198028564453,1,N,-74.0072250366211,40.7269973754883,1,4.5,0.5,0.5,1,0,6.8,37874352
2,2015-01-08 22:44:39,2015-01-08 22:58:06,1,5.2,-73.9590301513672,40.7717170715332,1,N,-73.8924560546875,40.7471160888672,1,16,0.5,0.5,4.12,0,21.42,459479754
1,2015-01-08 22:44:39,2015-01-08 23:02:22,1,3.9,-73.9807510375977,40.7699432373047,1,N,-73.9918594360352,40.7258720397949,1,15,0.5,0.5,1,0,17.3,84860
2,2015-01-08 22:44:40,2015-01-08 23:17:44,1,12.69,-73.7826156616211,40.644603729248,1,N,-73.9474945068359,40.6733016967773,2,39,0.5,0.5,0,0,40.3,848
1,2015-01-08 22:44:40,2015-01-08 22:54:00,3,2.3,-73.9859924316406,40.762393951416,1,N,-73.9659271240234,40.7922134399414,1,10,0.5,0.5,2.25,0,13.55,5006
